SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,ElectionWard,CandidateSurname,CandidateFirstName,CandidatePoliticalParty,CandidatePoliticalPartyColor,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,ElectionRound
34621,34620,2018-03-07,Councillors,"Ward Results","Ward 007",Sannoh,Alhaji,SLPP,009900,8001,85.27,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33382,33381,2018-03-07,Councillors,"Ward Results","Ward 031",Koroma,Ishmeal,SLPP,009900,7483,77.12,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30005,30004,2018-03-07,Councillors,"Ward Results","Ward 304",Koroma,Edmond,SLPP,009900,7219,74.55,No,Provisional,male-blank-profile-photo.png,"First Round"
33452,33451,2018-03-07,Councillors,"Ward Results","Ward 034",Kallon,Joseph,SLPP,009900,7216,88.63,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33636,33635,2018-03-07,Councillors,"Ward Results","Ward 047",Kallon,Alpha,SLPP,009900,6778,86.38,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34519,34518,2018-03-07,Councillors,"Ward Results","Ward 262",Kabia,Sheik,APC,FF333C,6453,59.04,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32977,32976,2018-03-07,Councillors,"Ward Results","Ward 106",Kanu,John,APC,FF333C,6437,78.98,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33075,33074,2018-03-07,Councillors,"Ward Results","Ward 118",Sesay,Ngbanthan,APC,FF333C,6317,84.53,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32577,32576,2018-03-07,Councillors,"Ward Results","Ward 341",Lavai,Solomon,SLPP,009900,6165,78.38,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
29969,29968,2018-03-07,Councillors,"Ward Results","Ward 288",Aminata,Hajah,SLPP,009900,5985,70.08,No,Provisional,female-profile-blank-photo.png,"First Round"
30193,30192,2018-03-07,Councillors,"Ward Results","Ward 282",Jimmy,Cicilia,SLPP,009900,5918,76.20,No,Provisional,female-profile-blank-photo.png,"First Round"
30105,30104,2018-03-07,Councillors,"Ward Results","Ward 284",Ansumana,Morie,SLPP,009900,5911,89.76,No,Provisional,male-blank-profile-photo.png,"First Round"
33047,33046,2018-03-07,Councillors,"Ward Results","Ward 115",Conteh,Alice,APC,FF333C,5839,81.90,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
32867,32866,2018-03-07,Councillors,"Ward Results","Ward 346",Sama,Ngenda,SLPP,009900,5826,74.89,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32851,32850,2018-03-07,Councillors,"Ward Results","Ward 326",Kabangai,Edmond,SLPP,009900,5738,78.01,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30185,30184,2018-03-07,Councillors,"Ward Results","Ward 286",Mawende,Michaelson,SLPP,009900,5729,91.47,No,Provisional,male-blank-profile-photo.png,"First Round"
34651,34650,2018-03-07,Councillors,"Ward Results","Ward 010",Amara,Edith,SLPP,009900,5657,75.07,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
33626,33625,2018-03-07,Councillors,"Ward Results","Ward 046",Njaiga,Fatmata,SLPP,009900,5500,77.26,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
33083,33082,2018-03-07,Councillors,"Ward Results","Ward 119",Sesay,Dennis,APC,FF333C,5456,85.56,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
29957,29956,2018-03-07,Councillors,"Ward Results","Ward 289",Alpha,Lahai,SLPP,009900,5349,87.43,No,Provisional,male-blank-profile-photo.png,"First Round"
33667,33666,2018-03-07,Councillors,"Ward Results","Ward 050",Daboh,Umaru,SLPP,009900,5289,76.90,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30322,30321,2018-03-07,Councillors,"Ward Results","Ward 292",Kabba,Ibrahim,SLPP,009900,5267,83.15,No,Provisional,male-blank-profile-photo.png,"First Round"
33370,33369,2018-03-07,Councillors,"Ward Results","Ward 030",Musa,Vandy,SLPP,009900,5224,73.27,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
29905,29904,2018-03-07,Councillors,"Ward Results","Ward 287",Bangura,Michael,SLPP,009900,5189,77.09,No,Provisional,male-blank-profile-photo.png,"First Round"
34635,34634,2018-03-07,Councillors,"Ward Results","Ward 008",Yankuba,Jacob,SLPP,009900,5175,70.65,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33510,33509,2018-03-07,Councillors,"Ward Results","Ward 039",Kajue,Yayah,SLPP,009900,5130,78.15,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33502,33501,2018-03-07,Councillors,"Ward Results","Ward 038",Sheriff,Salamatu,SLPP,009900,5052,81.56,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
32543,32542,2018-03-07,Councillors,"Ward Results","Ward 338",Dambo,Elizabeth,SLPP,009900,5020,72.88,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
29933,29932,2018-03-07,Councillors,"Ward Results","Ward 273",Tucker,Umaru,SLPP,009900,5018,77.16,No,Provisional,male-blank-profile-photo.png,"First Round"
33025,33024,2018-03-07,Councillors,"Ward Results","Ward 112",Kamara,John,APC,FF333C,5012,85.25,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33396,33395,2018-03-07,Councillors,"Ward Results","Ward 032",Nyeomeh,Salamy,SLPP,009900,4987,82.50,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
30013,30012,2018-03-07,Councillors,"Ward Results","Ward 293",Wanga,Alexander,SLPP,009900,4973,75.18,No,Provisional,male-blank-profile-photo.png,"First Round"
30029,30028,2018-03-07,Councillors,"Ward Results","Ward 283",Amara,Anthony,SLPP,009900,4900,75.22,No,Provisional,male-blank-profile-photo.png,"First Round"
32621,32620,2018-03-07,Councillors,"Ward Results","Ward 344",Kamara,John,SLPP,009900,4879,88.08,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34157,34156,2018-03-07,Councillors,"Ward Results","Ward 209",Conteh,Idrissa,NGC,4B0082,4842,72.46,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33474,33473,2018-03-07,Councillors,"Ward Results","Ward 036",Alpha,Vandi,SLPP,009900,4797,78.52,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33893,33892,2018-03-07,Councillors,"Ward Results","Ward 069",Barnett,Alfred,SLPP,009900,4755,83.91,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33737,33736,2018-03-07,Councillors,"Ward Results","Ward 057",Kapu,Jusu,SLPP,009900,4702,84.64,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
34433,34432,2018-03-07,Councillors,"Ward Results","Ward 255",Mansaray,Princess,APC,FF333C,4679,67.24,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
30161,30160,2018-03-07,Councillors,"Ward Results","Ward 305",Goba,Martin,SLPP,009900,4672,77.29,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33464,33463,2018-03-07,Councillors,"Ward Results","Ward 035",Konneh,Ibrahim,SLPP,009900,4664,82.96,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34459,34458,2018-03-07,Councillors,"Ward Results","Ward 257",Sonpeter,John,APC,FF333C,4628,71.95,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30059,30058,2018-03-07,Councillors,"Ward Results","Ward 268",Smart,David,SLPP,009900,4620,77.56,No,Provisional,male-blank-profile-photo.png,"First Round"
33883,33882,2018-03-07,Councillors,"Ward Results","Ward 068",Jusu,Alex,SLPP,009900,4579,82.58,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32525,32524,2018-03-07,Councillors,"Ward Results","Ward 337",Banya,Alfred,SLPP,009900,4573,73.89,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33524,33523,2018-03-07,Councillors,"Ward Results","Ward 041",Kamara,Musa,SLPP,009900,4572,82.56,No,Final/Certified,male-blank-profile-photo.png,"First Round"
33587,33586,2018-03-07,Councillors,"Ward Results","Ward 045",Foray,Denis,SLPP,009900,4568,74.49,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33522,33521,2018-03-07,Councillors,"Ward Results","Ward 040",Teewah,Mustapha,SLPP,009900,4558,83.01,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34728,34727,2018-03-07,Councillors,"Ward Results","Ward 015",Sannoh,Emmanuel,SLPP,009900,4540,73.05,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30155,30154,2018-03-07,Councillors,"Ward Results","Ward 271",Kamara,Chief,APC,FF333C,4466,76.17,No,Provisional,male-blank-profile-photo.png,"First Round"
34680,34679,2018-03-07,Councillors,"Ward Results","Ward 011",Wurie,Saidu,SLPP,009900,4434,68.29,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34391,34390,2018-03-07,Councillors,"Ward Results","Ward 252",Kamara,Idriss,APC,FF333C,4405,74.98,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
29897,29896,2018-03-07,Councillors,"Ward Results","Ward 266",Foday,Joseph,SLPP,009900,4390,65.83,No,Provisional,male-blank-profile-photo.png,"First Round"
33757,33756,2018-03-07,Councillors,"Ward Results","Ward 059",Kallon,Sheku,SLPP,009900,4299,70.23,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34377,34376,2018-03-07,Councillors,"Ward Results","Ward 251",Conteh,Chernor,APC,FF333C,4284,78.28,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32563,32562,2018-03-07,Councillors,"Ward Results","Ward 340",Leigh,Lamarana,SLPP,009900,4278,68.91,No,Final/Certified,male-blank-profile-photo.png,"First Round"
32923,32922,2018-03-07,Councillors,"Ward Results","Ward 104",Sesay,Ibrahim,APC,FF333C,4256,77.44,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30127,30126,2018-03-07,Councillors,"Ward Results","Ward 276",Kanu,Abdul,SLPP,009900,4194,56.29,No,Provisional,male-blank-profile-photo.png,"First Round"
33877,33876,2018-03-07,Councillors,"Ward Results","Ward 067",Koroma,Aminata,SLPP,009900,4171,77.46,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
34239,34238,2018-03-07,Councillors,"Ward Results","Ward 239",Sankoh,Ibrahim,APC,FF333C,4168,61.82,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34333,34332,2018-03-07,Councillors,"Ward Results","Ward 246",Bangura,Abdul,APC,FF333C,4143,72.91,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32589,32588,2018-03-07,Councillors,"Ward Results","Ward 342",Kanneh,Mohamed,SLPP,009900,4141,68.31,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32415,32414,2018-03-07,Councillors,"Ward Results","Ward 348",Sundima,Augustine,SLPP,009900,4127,87.75,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30256,30255,2018-03-07,Councillors,"Ward Results","Ward 298",Kallon,Mohamed,SLPP,009900,4117,76.60,No,Provisional,male-blank-profile-photo.png,"First Round"
30103,30102,2018-03-07,Councillors,"Ward Results","Ward 291",Foray,Abubakarr,SLPP,009900,4108,80.49,No,Provisional,male-blank-profile-photo.png,"First Round"
30368,30367,2018-03-07,Councillors,"Ward Results","Ward 294",Mansaray,Taqui,SLPP,009900,4104,70.87,No,Provisional,male-blank-profile-photo.png,"First Round"
30370,30369,2018-03-07,Councillors,"Ward Results","Ward 294",Mansaray,Taqui,SLPP,009900,4104,70.87,No,Provisional,male-blank-profile-photo.png,"First Round"
34301,34300,2018-03-07,Councillors,"Ward Results","Ward 244",Kamara,Santigie,APC,FF333C,4104,56.58,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33486,33485,2018-03-07,Councillors,"Ward Results","Ward 037",Mansaray,Bockarie,SLPP,009900,4088,69.64,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33923,33922,2018-03-07,Councillors,"Ward Results","Ward 071",Ngombulango,Kamara,SLPP,009900,4086,77.21,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30179,30178,2018-03-07,Councillors,"Ward Results","Ward 270",Massaquoi,Rashid,SLPP,009900,4086,79.03,No,Provisional,male-blank-profile-photo.png,"First Round"
34535,34534,2018-03-07,Councillors,"Ward Results","Ward 263",koroma,Issa,APC,FF333C,4068,55.60,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34465,34464,2018-03-07,Councillors,"Ward Results","Ward 258",Kanu,Musa,APC,FF333C,4015,69.90,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34417,34416,2018-03-07,Councillors,"Ward Results","Ward 254",Kargbo,Abdul,APC,FF333C,3973,0.00,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34708,34707,2018-03-07,Councillors,"Ward Results","Ward 014",Nasiru,Deen,SLPP,009900,3970,49.71,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33404,33403,2018-03-07,Councillors,"Ward Results","Ward 033",Rogers,Aminata,SLPP,009900,3961,87.59,No,Final/Certified,female-profile-blank-photo.png,"First Round"
30163,30162,2018-03-07,Councillors,"Ward Results","Ward 281",Mbayoh,Raymond,SLPP,009900,3938,75.46,No,Provisional,male-blank-profile-photo.png,"First Round"
32829,32828,2018-03-07,Councillors,"Ward Results","Ward 324",Kanneh,Mbaba,SLPP,009900,3932,72.68,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32555,32554,2018-03-07,Councillors,"Ward Results","Ward 339",Moseray,Dominic,SLPP,009900,3929,75.59,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34015,34014,2018-03-07,Councillors,"Ward Results","Ward 195",Bangura,Aminata,APC,FF333C,3924,86.91,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
34700,34699,2018-03-07,Councillors,"Ward Results","Ward 013",Momoh,Augustine,SLPP,009900,3897,84.02,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30344,30343,2018-03-07,Councillors,"Ward Results","Ward 303",Tommy,Maada,SLPP,009900,3820,67.98,No,Provisional,male-blank-profile-photo.png,"First Round"
32875,32874,2018-03-07,Councillors,"Ward Results","Ward 100",Sesay,Mohamed,APC,FF333C,3789,92.89,No,Final/Certified,male-blank-profile-photo.png,"First Round"
34682,34681,2018-03-07,Councillors,"Ward Results","Ward 012",Coomber,Nancy,SLPP,009900,3768,84.71,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
34149,34148,2018-03-07,Councillors,"Ward Results","Ward 208",Kamara,Yusif,NGC,4B0082,3758,65.92,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33751,33750,2018-03-07,Councillors,"Ward Results","Ward 058",Turay,Adam,SLPP,009900,3695,77.22,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33845,33844,2018-03-07,Councillors,"Ward Results","Ward 065",Rogers,Alimamy,SLPP,009900,3693,76.25,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33009,33008,2018-03-07,Councillors,"Ward Results","Ward 110",Kanu,Samuel,APC,FF333C,3658,85.85,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34215,34214,2018-03-07,Councillors,"Ward Results","Ward 237",Koroma,Abu,APC,FF333C,3653,59.23,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33553,33552,2018-03-07,Councillors,"Ward Results","Ward 043",Amadu,Joseph,SLPP,009900,3651,65.65,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32637,32636,2018-03-07,Councillors,"Ward Results","Ward 345",Forbie,Murana,SLPP,009900,3635,69.73,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
34177,34176,2018-03-07,Councillors,"Ward Results","Ward 210",Kamara,Alex,NGC,4B0082,3634,70.10,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32741,32740,2018-03-07,Councillors,"Ward Results","Ward 317",Aruna,Prince,SLPP,009900,3625,72.24,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33536,33535,2018-03-07,Councillors,"Ward Results","Ward 042",Fatoma,Marie,SLPP,009900,3623,50.12,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
34473,34472,2018-03-07,Councillors,"Ward Results","Ward 259",Conteh,Ibrahim,APC,FF333C,3578,51.35,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33043,33042,2018-03-07,Councillors,"Ward Results","Ward 114",Masaray,Sarah,APC,FF333C,3566,88.53,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
33785,33784,2018-03-07,Councillors,"Ward Results","Ward 061",Jusu,Benedict,SLPP,009900,3565,75.53,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33255,33254,2018-03-07,Councillors,"Ward Results","Ward 364",Fortune,Anthony,SLPP,009900,3563,70.86,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33177,33176,2018-03-07,Councillors,"Ward Results","Ward 357",Ngele,Francis,SLPP,009900,3563,54.85,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32985,32984,2018-03-07,Councillors,"Ward Results","Ward 107",Koroma,Unisa,APC,FF333C,3544,82.84,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
33681,33680,2018-03-07,Councillors,"Ward Results","Ward 051",Bockarie,Mohamed,SLPP,009900,3522,67.19,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30111,30110,2018-03-07,Councillors,"Ward Results","Ward 301",Charles,John,SLPP,009900,3518,69.42,No,Provisional,male-blank-profile-photo.png,"First Round"
33039,33038,2018-03-07,Councillors,"Ward Results","Ward 113",Sesay,Samson,APC,FF333C,3496,90.20,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32997,32996,2018-03-07,Councillors,"Ward Results","Ward 108",Mansaray,Andrew,APC,FF333C,3446,91.07,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33949,33948,2018-03-07,Councillors,"Ward Results","Ward 189",Conteh,Foday,NGC,4B0082,3431,54.56,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30095,30094,2018-03-07,Councillors,"Ward Results","Ward 265",Wisman,Daniel,SLPP,009900,3430,62.96,No,Provisional,male-blank-profile-photo.png,"First Round"
30280,30279,2018-03-07,Councillors,"Ward Results","Ward 295",Nyama,Sidike,SLPP,009900,3403,70.97,No,Provisional,male-blank-profile-photo.png,"First Round"
33907,33906,2018-03-07,Councillors,"Ward Results","Ward 070",Kallon,Mohamed,SLPP,009900,3384,80.59,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32809,32808,2018-03-07,Councillors,"Ward Results","Ward 323",Aruna,Denis,SLPP,009900,3382,74.43,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
29967,29966,2018-03-07,Councillors,"Ward Results","Ward 272",Sheriff,Adama,SLPP,009900,3366,78.19,No,Provisional,female-profile-blank-photo.png,"First Round"
30266,30265,2018-03-07,Councillors,"Ward Results","Ward 290",Manyeh,Amara,SLPP,009900,3353,93.06,No,Provisional,male-blank-profile-photo.png,"First Round"
34481,34480,2018-03-07,Councillors,"Ward Results","Ward 260",Bangura,Abdul,APC,FF333C,3334,50.39,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32491,32490,2018-03-07,Councillors,"Ward Results","Ward 333",Bangay,Agnes,SLPP,009900,3308,74.04,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
33773,33772,2018-03-07,Councillors,"Ward Results","Ward 060",Kallon,Mustapha,SLPP,009900,3303,77.57,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33005,33004,2018-03-07,Councillors,"Ward Results","Ward 109",Turay,Osman,APC,FF333C,3300,88.00,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33661,33660,2018-03-07,Councillors,"Ward Results","Ward 049",Brima,Kency,SLPP,009900,3297,90.63,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34205,34204,2018-03-07,Councillors,"Ward Results","Ward 236",Sillah,Hassan,APC,FF333C,3290,46.91,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33691,33690,2018-03-07,Councillors,"Ward Results","Ward 052",Gbanie,Kekura,SLPP,009900,3280,67.43,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33135,33134,2018-03-07,Councillors,"Ward Results","Ward 352",Magona,Sheku,SLPP,009900,3270,81.93,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32489,32488,2018-03-07,Councillors,"Ward Results","Ward 333",Sorba,Donald,SLPP,009900,3257,50.62,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32969,32968,2018-03-07,Councillors,"Ward Results","Ward 105",Contet,Musa,APC,FF333C,3230,87.46,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32519,32518,2018-03-07,Councillors,"Ward Results","Ward 336",Kamara,Abdul,SLPP,009900,3229,70.89,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30366,30365,2018-03-07,Councillors,"Ward Results","Ward 280",Saidu,Abdulrazack,SLPP,009900,3224,78.31,No,Provisional,male-blank-profile-photo.png,"First Round"
30212,30211,2018-03-07,Councillors,"Ward Results","Ward 264",Jah,Peter,SLPP,009900,3197,60.21,Yes,Provisional,male-blank-profile-photo.png,"First Round"
34187,34186,2018-03-07,Councillors,"Ward Results","Ward 211",Bangura,Yollah,NGC,4B0082,3192,64.97,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
33651,33650,2018-03-07,Councillors,"Ward Results","Ward 047",Jongo,Gabriel,SLPP,009900,3175,84.58,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33851,33850,2018-03-07,Councillors,"Ward Results","Ward 066",Bockarie,Massah,SLPP,009900,3160,79.48,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
33997,33996,2018-03-07,Councillors,"Ward Results","Ward 193",Kamara,Desmond,APC,FF333C,3156,79.32,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32887,32886,2018-03-07,Councillors,"Ward Results","Ward 102",Bangura,Desmond,APC,FF333C,3144,68.10,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33829,33828,2018-03-07,Councillors,"Ward Results","Ward 064",Sannoh,Samuel,SLPP,009900,3140,61.04,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34227,34226,2018-03-07,Councillors,"Ward Results","Ward 238",Sankoh,Philip,APC,FF333C,3132,48.84,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32653,32652,2018-03-07,Councillors,"Ward Results","Ward 309",Challey,Mariatu,SLPP,009900,3120,69.15,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34355,34354,2018-03-07,Councillors,"Ward Results","Ward 250",Conteh,Abdul,APC,FF333C,3108,63.85,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30228,30227,2018-03-07,Councillors,"Ward Results","Ward 297",Mustapha,Patrick,SLPP,009900,3107,79.32,No,Provisional,male-blank-profile-photo.png,"First Round"
34351,34350,2018-03-07,Councillors,"Ward Results","Ward 248",Sesay,Abdul,APC,FF333C,3056,44.96,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33797,33796,2018-03-07,Councillors,"Ward Results","Ward 062",Kamara,Solomon,SLPP,009900,3051,69.25,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33285,33284,2018-03-07,Councillors,"Ward Results","Ward 366",Mansaray,Musa,SLPP,009900,3034,83.47,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32755,32754,2018-03-07,Councillors,"Ward Results","Ward 318",Sandy,Rugiatu,SLPP,009900,3032,81.37,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
34023,34022,2018-03-07,Councillors,"Ward Results","Ward 196",Conteh,Ibrahim,APC,FF333C,3012,83.69,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
29995,29994,2018-03-07,Councillors,"Ward Results","Ward 296",Mbavai,Mary,SLPP,009900,3011,59.93,No,Provisional,female-profile-blank-photo.png,"First Round"
29997,29996,2018-03-07,Councillors,"Ward Results","Ward 296",Mbavai,Mary,SLPP,009900,3011,59.93,No,Provisional,female-profile-blank-photo.png,"First Round"
34245,34244,2018-03-07,Councillors,"Ward Results","Ward 240",Akai,Fatmata,APC,FF333C,2984,56.72,No,Final/Certified,female-profile-blank-photo.png,"First Round"
33723,33722,2018-03-07,Councillors,"Ward Results","Ward 056",Farma,Aninatu,SLPP,009900,2937,76.48,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
30264,30263,2018-03-07,Councillors,"Ward Results","Ward 269",Kebbay,Osu,SLPP,009900,2931,54.13,No,Provisional,male-blank-profile-photo.png,"First Round"
34716,34715,2018-03-07,Councillors,"Ward Results","Ward 014",Sundima,Jusu,I,808080,2903,36.35,No,Final/Certified,female-profile-blank-photo.png,"First Round"
32643,32642,2018-03-07,Councillors,"Ward Results","Ward 347",James-Seifoi,Daniel,SLPP,009900,2888,71.63,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33223,33222,2018-03-07,Councillors,"Ward Results","Ward 361",Rogers,Alieu,SLPP,009900,2877,82.25,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33977,33976,2018-03-07,Councillors,"Ward Results","Ward 191",Kamara,"Abu Bakarr",SLPP,009900,2873,62.35,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34439,34438,2018-03-07,Councillors,"Ward Results","Ward 256",Fofanah,Ibrahim,APC,FF333C,2861,77.20,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
33807,33806,2018-03-07,Councillors,"Ward Results","Ward 063",Kaisamba,Esther,SLPP,009900,2814,55.14,No,Final/Certified,female-profile-blank-photo.png,"First Round"
33017,33016,2018-03-07,Councillors,"Ward Results","Ward 111",Koroma,Kabbah,APC,FF333C,2802,72.50,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32881,32880,2018-03-07,Councillors,"Ward Results","Ward 101",Kanu,Kassim,APC,FF333C,2781,64.54,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34323,34322,2018-03-07,Councillors,"Ward Results","Ward 246",Bangura,Saidu,APC,FF333C,2775,63.68,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
34079,34078,2018-03-07,Councillors,"Ward Results","Ward 202",Kamara,Abdulai,NGC,4B0082,2760,40.01,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30248,30247,2018-03-07,Councillors,"Ward Results","Ward 267",Kamara,Catherine,SLPP,009900,2746,69.41,No,Provisional,male-blank-profile-photo.png,"First Round"
33277,33276,2018-03-07,Councillors,"Ward Results","Ward 365",Mansaray,Mohamed,SLPP,009900,2719,68.20,No,Final/Certified,male-blank-profile-photo.png,"First Round"
32775,32774,2018-03-07,Councillors,"Ward Results","Ward 320",Sheriff,Lamin,SLPP,009900,2710,83.59,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
32425,32424,2018-03-07,Councillors,"Ward Results","Ward 327",Umar,Samuel,APC,FF333C,2707,53.99,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
30300,30299,2018-03-07,Councillors,"Ward Results","Ward 302",Kaikai,Lansana,SLPP,009900,2706,61.26,No,Provisional,male-blank-profile-photo.png,"First Round"
30318,30317,2018-03-07,Councillors,"Ward Results","Ward 279",lansana,Abubakarr,SLPP,009900,2698,74.16,No,Provisional,male-blank-profile-photo.png,"First Round"
34005,34004,2018-03-07,Councillors,"Ward Results","Ward 194",Dumbuya,Hawa,APC,FF333C,2680,79.69,Yes,Final/Certified,female-profile-blank-photo.png,"First Round"
32761,32760,2018-03-07,Councillors,"Ward Results","Ward 319",Ansumana,Edward,SLPP,009900,2670,90.63,Yes,Final/Certified,male-blank-profile-photo.png,"First Round"
